DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,5_Acc_N_Fil,5_Gyro_x_R,5_Gyro_y_R,5_Gyro_z_R,5_Gyro_x_Fil,5_Gyro_y_Fil,5_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,15_Acc_N_Fil,15_Gyro_x_R,15_Gyro_y_R,15_Gyro_z_R,15_Gyro_x_Fil,15_Gyro_y_Fil,15_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,35_Acc_N_Fil,35_Gyro_x_R,35_Gyro_y_R,35_Gyro_z_R,35_Gyro_x_Fil,35_Gyro_y_Fil,35_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,45_Acc_N_Fil,45_Gyro_x_R,45_Gyro_y_R,45_Gyro_z_R,45_Gyro_x_Fil,45_Gyro_y_Fil,45_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,55_Acc_N_Fil,55_Gyro_x_R,55_Gyro_y_R,55_Gyro_z_R,55_Gyro_x_Fil,55_Gyro_y_Fil,55_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,65_Acc_N_Fil,65_Gyro_x_R,65_Gyro_y_R,65_Gyro_z_R,65_Gyro_x_Fil,65_Gyro_y_Fil,65_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,85_Acc_N_Fil,85_Gyro_x_R,85_Gyro_y_R,85_Gyro_z_R,85_Gyro_x_Fil,85_Gyro_y_Fil,85_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil,95_Acc_N_Fil,95_Gyro_x_R,95_Gyro_y_R,95_Gyro_z_R,95_Gyro_x_Fil,95_Gyro_y_Fil,95_Gyro_z_Fil,Sprungtyp,SprungID
123.098,-287.24,-46.755,123.098,287.24,147.035,177.702,666.841,224.173,5.191,-238.192,3.361,12.477,-199.928,-40.306,97.631,8.686,-1.563,7.798,142.195,-8.246,14.381,238.192,11.706,30.019,199.928,25.24,70.9,-8.686,96.858,7.798,-142.195,13.23,22.915,239.762,20.954,38.172,205.043,46.627,100.658,79.813,125.158,15.957,142.223,31.433,95.915,13.132,-115.245,-32.363,14.84,-116.05,-29.096,36.843,47.388,-382.344,20.486,43.964,-378.038,15.454,29.984,25.361,-610.694,17.251,25.787,-608.959,18.715,37.901,8.338,-731.753,10.544,6.937,-725.226,12.596,40.065,-21.222,-753.696,13.19,-18.796,-748.962,10.232,42.378,-22.029,-692.296,-19.213,-20.768,-693.278,-18.492,35.948,6.532,-608.178,-40.608,6.894,-602.562,-41.162,26.097,47.927,-415.007,-66.883,46.683,-417.435,-68.739,27.063,62.27,-275.778,-139.714,61.044,-280.06,-135.391,22.367,80.391,-238.44,-151.905,81.28,-236.74,-151.081,18.339,129.818,-184.249,-115.621,132.989,-183.006,-111.622,19.742,203.872,-93.857,-10.867,205.328,-95.387,-10.375,20.778,283.136,-6.57,100.239,277.485,-2.843,95.375,18.941,268.422,123.182,120.163,262.864,120.691,113.653,15.117,165.632,203.981,41.989,165.672,203.317,40.552,13.948,62.371,261.633,-56.243,65.052,258.817,-47.603,15.45,-2.964,285.119,-28.687,1.31,280.903,-27.753,17.336,-2.644,283.4,23.452,-2.353,294.407,20.462,15.664,20.341,422.481,21.966,18.414,410.508,21.349,70.36,7.469,318.948,-32.872,8.817,324.809,-31.649,Fliffis aus B,generated_Mean_Fliffis aus B
7.312,-3.921,4.169,7.312,4.755,4.169,37.269,206.88,50.412,1.849,19.96,8.29,5.798,4.448,-2.814,-1.869,-31.257,1.744,1.534,2.928,-3.05,1.849,19.96,8.29,5.798,4.448,-2.814,-0.883,-17.559,2.198,0.548,-2.094,-3.504,12.082,71.152,18.68,7.932,85.315,8.968,9.202,31.831,9.404,8.053,18.582,13.361,80.611,-24.551,-103.296,16.886,-22.17,-126.861,-8.252,49.687,-26.7,-152.514,19.008,-20.207,-140.486,21.172,10.556,32.199,21.218,32.969,24.862,22.92,28.304,6.822,2.611,201.204,41.115,8.525,196.767,35.896,14.256,39.976,286.915,6.545,34.993,279.962,11.926,9.164,27.502,297.351,-5.783,27.055,294.359,-4.581,11.907,6.708,230.386,-2.735,8.46,217.378,-2.816,15.286,8.331,-4.889,5.459,9.759,-5.909,3.188,9.308,21.73,-236.097,-7.747,18.843,-212.877,-5.479,7.617,8.326,-221.318,-10.1,9.385,-222.978,-8.229,10.834,-2.241,-192.267,10.844,0.1,-191.753,8.223,6.042,9.693,-120.669,0.637,6.57,-120.027,1.237,2.364,-6.913,-37.146,10.001,-5.596,-42.884,8.789,1.045,-13.584,-27.728,4.835,-13.097,-25.925,5.752,1.121,-8.702,-3.722,9.391,-8.58,-4.715,8.276,1.808,1.664,6.112,0.517,2.422,6.17,1.422,2.472,18.539,12.075,3.2,15.821,11.391,4.442,3.508,8.156,7.628,22.078,8.629,7.867,18.792,9.056,2.124,15.895,-25.861,2.427,13.797,-21.564,49.972,-11.045,-2.406,-24.483,-8.587,2.726,-17.345,Bücksprung,generated_Mean_Bücksprung
1.076,-9.973,1.097,3.038,9.973,1.112,28.957,161.211,60.586,1.55,22.401,6.713,1.938,-16.485,-1.943,0.711,-15.799,7.331,-3.122,-0.091,-11.004,2.24,22.401,6.713,2.063,-16.485,-1.943,0.373,3.965,7.331,-1.638,0.091,-10.989,9.419,69.172,21.234,7.667,54.004,10.976,4.979,20.329,9.582,6.892,17.707,18.793,84.413,4.276,-109.073,18.112,6.758,-131.462,-23.803,39.819,-11.587,-142.729,12.24,-6.931,-124.869,12.817,6.862,24.705,69.709,44.81,21.089,65.473,39.04,6.254,16.926,225.332,-7.817,15.011,212.946,-4.238,8.905,-15.008,232.663,27.16,-13.037,229.25,22.875,6.204,-15.23,176.554,0.727,-12.307,172.22,2.217,12.726,8.956,51.367,-15.547,6.712,48.689,-14.44,10.578,9.371,-119.496,-9.262,8.338,-107.285,-9.244,5.172,3.64,-133.623,0.482,6.189,-135.804,1.416,8.688,17.092,-162.325,15.302,15.168,-157.466,15.782,6.608,3.079,-134.629,21.79,3.104,-131.434,20.735,2.44,-3.043,-45.569,13.169,-2.174,-51.675,13.017,1.514,4.346,-21.556,10.043,4.213,-19.471,11.239,1.487,7.788,9.911,25.061,6.695,7.066,24.953,1.715,-2.889,7.565,33.124,-3.591,8.262,30.522,1.376,-20.357,11.356,2.414,-17.731,10.765,2.711,2.344,-4.63,7.653,-16.352,-6.499,7.653,-14.403,2.768,-6.656,-6.905,-0.278,-5.174,-6.097,-4.54,8.523,-1.429,-3.125,-55.368,-1.976,-3.946,-47.342,54.533,-4.203,-0.696,-40.833,-1.851,4.471,-36.454,Hocksprung,generated_Mean_Hocksprung
95.447,157.595,331.932,98.993,157.595,368.136,163.725,302.214,389.543,30.876,51.75,52.128,63.469,-38.793,147.038,-13.664,32.252,121.536,14.766,112.386,11.229,35.393,82.285,57.973,67.272,-33.488,164.493,-18.56,19.964,133.005,14.888,88.833,12.666,36.709,82.434,62.667,72.285,50.462,164.493,36.114,55.477,133.154,18.617,113.841,29.229,79.479,23.135,187.128,4.831,27.155,185.564,10.495,27.733,47.291,182.006,61.261,47.789,177.89,58.659,7.32,77.725,115.682,98.553,77.025,118.488,103.927,5.737,99.39,87.536,197.339,99.191,86.43,195.804,7.112,124.64,47.752,272.561,126.364,47.931,270.134,8.386,169.295,6.859,315.873,168.317,8.26,313.457,9.467,198.069,-22.927,329.576,197.036,-27.656,330.508,10.59,205.083,-103.847,351.238,200.42,-102.652,351.8,12.053,147.611,-171.326,383.016,145.564,-167.411,383.252,13.466,54.325,-176.948,415.146,55.822,-171.915,414.483,14.37,-14.811,-97.05,436.498,-13.145,-91.838,431.787,13.4,-52.667,42.977,391.803,-49.716,38.392,388.435,11.423,-50.451,117.648,295.977,-49.692,114.437,296.948,9.874,-32.953,149.836,211.326,-32.624,149.66,212.441,9.466,-9.511,181.369,145.08,-9.553,181.314,146.32,9.229,10.828,209.701,95.566,9.94,210.174,96.927,9.431,17.823,244.039,65.414,18.673,245.597,65.384,8.19,35.677,298.569,34.984,35.664,299.304,33.477,12.342,57.997,365.881,-15.339,56.542,354.351,-14.611,63.654,58.428,245.238,-42.692,54.436,248.576,-36.54,Schraubensalto A,generated_Mean_Schraubensalto A
-61.909,-256.763,179.163,85.835,289.363,236.946,126.215,606.756,256.087,-15.97,-228.922,15.456,-12.384,-190.578,42.734,-40.369,29.212,103.327,6.813,133.526,17.646,18.304,228.922,16.108,14.175,190.578,49.87,48.395,-29.212,140.933,-4.513,-133.526,24.537,24.503,234.875,27.901,26.797,193.616,54.651,66.189,76.753,140.95,18.199,134.112,38.082,97.358,1.227,-74.551,19.957,0.954,-73.859,21.582,45.025,-36.996,-406.51,81.99,-34.112,-395.622,72.716,27.646,-56.624,-623.789,37.911,-57.223,-617.591,42.293,37.219,-60.374,-698.687,30.943,-58.779,-696.656,30.207,39.903,-37.639,-692.867,18.797,-37.635,-688.49,19.758,40.781,-15.548,-609.411,25.802,-16.491,-613.519,27.468,36.663,-11.531,-567.106,52.598,-12.202,-561.88,52.527,29.723,-19.627,-428.994,81.46,-19.872,-427.798,82.573,25.57,-33.912,-285.687,133.599,-35.394,-289.792,133.006,22.037,-74.312,-234.308,176.259,-74.143,-233.208,176.0,20.786,-115.384,-168.715,210.091,-112.948,-164.536,210.702,21.617,-112.91,-31.256,249.592,-111.35,-33.898,249.409,20.79,-77.129,83.277,273.695,-78.953,83.396,269.458,18.24,-62.524,184.361,238.56,-61.84,180.636,237.409,15.674,-42.314,221.258,181.81,-41.75,218.455,181.342,15.284,-14.693,207.547,117.054,-15.454,209.376,117.608,16.576,0.542,225.633,67.746,0.772,228.224,70.015,16.703,19.662,299.004,53.818,20.42,299.554,51.798,15.256,48.672,387.563,7.847,45.895,382.342,7.617,55.856,36.731,346.057,-48.866,34.438,335.861,-42.589,Fliffis B,generated_Mean_Fliffis B
20.356,-27.913,181.517,29.84,34.174,181.517,62.026,344.631,215.211,10.187,-150.173,9.594,9.543,-29.508,102.505,-1.174,61.277,71.814,1.799,90.491,-2.396,11.018,150.173,9.605,14.251,29.508,102.494,3.115,-61.277,71.814,1.457,-84.231,-2.396,14.298,150.832,20.687,22.381,40.191,103.659,14.44,61.522,72.115,10.907,92.086,18.75,82.442,0.73,-114.252,-35.461,1.257,-125.777,-32.134,35.953,41.067,-335.793,-19.301,38.633,-332.913,-15.023,20.643,52.91,-511.488,41.139,51.216,-498.854,37.358,19.437,32.733,-493.524,67.238,32.083,-487.616,65.686,11.75,-1.73,-392.937,64.658,-1.121,-388.147,62.808,5.42,-20.524,-231.618,39.402,-17.936,-234.115,45.35,7.966,-3.399,-90.493,103.372,-1.134,-97.865,110.01,12.821,46.215,-55.901,270.343,45.129,-56.636,269.978,12.732,74.591,-33.394,427.169,68.531,-28.969,415.395,10.732,20.472,45.01,417.344,22.319,42.335,414.363,10.014,-10.663,90.712,347.97,-7.906,90.337,346.77,9.435,-2.182,127.554,263.503,-2.908,126.522,261.611,8.355,-1.129,149.239,154.901,-1.02,149.452,156.968,7.389,0.275,173.056,77.283,0.239,173.808,80.357,6.877,2.096,210.924,44.271,1.601,209.357,45.82,6.804,-1.308,226.151,33.86,-0.386,226.479,32.9,6.689,5.649,234.27,13.258,5.91,233.729,15.757,6.816,16.696,245.002,11.141,16.064,247.644,6.916,17.053,15.177,279.711,-36.598,13.375,266.32,-33.367,65.3,-14.725,134.273,-52.367,-11.592,135.28,-50.746,Barani B,generated_Mean_Barani B
-24.889,-305.726,51.008,240.943,437.093,525.99,257.86,540.432,550.099,-14.916,-250.748,17.571,-47.0,-145.022,-20.031,19.332,-58.255,50.459,17.695,148.299,3.01,20.562,250.748,17.571,70.271,145.022,154.19,101.838,58.255,296.245,12.483,-148.299,43.092,29.088,253.588,28.779,93.131,166.721,173.16,141.7,101.771,296.245,29.73,149.72,66.806,96.305,6.325,-110.69,0.883,6.457,-115.437,4.037,40.465,-17.271,-465.487,55.506,-14.859,-457.19,48.048,32.782,-27.139,-678.771,45.809,-29.683,-669.29,49.128,42.007,-60.954,-752.194,50.382,-59.616,-749.66,49.946,45.795,-73.279,-749.965,43.218,-72.427,-746.736,43.91,44.565,-74.574,-682.326,41.07,-76.459,-677.282,39.082,30.857,-102.798,-526.031,-4.516,-102.595,-521.873,-8.202,27.231,-147.336,-303.139,-119.279,-143.781,-307.237,-112.959,32.451,-119.968,-130.411,-117.268,-116.033,-131.264,-105.378,35.928,-21.681,4.821,84.824,-25.797,1.382,76.731,32.85,10.666,4.395,198.325,12.591,-13.959,192.042,31.846,74.932,-231.956,188.461,71.12,-228.658,185.858,33.237,98.61,-382.767,118.319,94.378,-357.799,122.786,32.65,55.651,-140.334,123.887,58.717,-140.427,121.647,23.881,38.224,115.077,100.673,38.573,108.353,98.372,18.254,26.405,226.402,48.586,27.514,219.841,51.381,18.661,22.021,246.249,37.141,22.401,250.759,37.2,19.035,26.253,338.321,26.104,28.915,339.36,25.999,17.394,71.288,460.063,8.403,67.247,452.939,4.502,69.211,65.638,364.771,-63.467,60.453,365.561,-54.313,Fliffis- Rudi B,generated_Mean_Fliffis- Rudi B
-360.738,-495.995,-247.112,360.738,495.995,247.112,472.882,850.034,412.877,-151.269,11.422,-90.666,-221.861,-374.584,69.121,0.481,-237.76,-136.745,11.911,104.928,-88.821,151.269,11.422,90.666,221.861,351.74,-68.592,-0.481,237.76,136.217,-11.911,-104.928,88.821,151.337,130.786,110.825,221.861,374.584,69.775,77.594,239.465,137.649,22.09,105.198,94.628,73.964,-32.457,348.436,-137.82,-34.829,335.872,-140.008,13.74,-156.115,273.261,-271.686,-151.883,270.066,-266.067,10.064,-246.759,75.834,-315.568,-255.194,76.448,-315.056,25.147,-453.568,-158.914,-252.349,-451.344,-160.33,-239.128,42.494,-595.99,-423.117,82.068,-586.48,-419.89,74.32,61.474,-554.203,-576.899,229.347,-553.019,-574.99,220.993,69.417,-490.096,-700.252,173.005,-491.579,-696.731,174.438,74.26,-435.536,-764.797,143.886,-435.602,-764.106,142.696,75.665,-382.633,-803.838,91.02,-382.628,-804.023,91.518,77.513,-326.423,-842.735,45.443,-325.965,-842.626,43.605,78.634,-258.913,-884.16,-38.862,-255.681,-881.497,-40.073,72.46,-116.981,-836.69,-158.128,-114.479,-817.784,-158.138,40.376,71.032,-422.457,-280.712,65.115,-433.285,-285.943,29.944,131.406,-173.737,-463.163,132.867,-175.684,-448.882,22.728,175.378,-29.909,-406.059,167.27,-33.834,-410.533,18.823,101.15,62.162,-393.065,102.762,62.328,-386.84,15.757,36.29,141.435,-269.902,37.899,143.305,-271.012,14.737,-5.334,260.75,-136.689,-3.919,262.612,-139.93,17.202,-5.777,365.002,-79.17,-6.979,351.719,-76.66,69.821,-9.114,204.86,4.394,-7.902,202.16,-0.716,Halb ein Triffis C,generated_Mean_Halb ein Triffis C
-60.035,-770.351,-159.18,60.035,770.351,159.18,211.575,1007.505,265.259,-39.086,-256.469,9.754,-70.877,-406.297,30.063,12.037,-222.603,-127.656,37.891,115.018,-71.342,39.086,256.469,9.754,70.877,406.297,30.063,-12.037,222.603,48.022,-37.891,-115.018,71.342,43.526,258.15,28.565,70.877,406.297,30.399,57.151,226.682,128.808,40.021,116.376,77.486,96.605,-34.518,-55.141,-18.45,-31.141,-65.729,-18.64,32.372,-74.483,-432.567,-39.116,-69.017,-417.283,-32.6,34.613,-53.02,-625.065,25.894,-60.722,-629.07,21.537,54.816,-119.43,-788.046,73.769,-116.196,-776.256,71.338,68.902,-136.506,-790.001,60.933,-135.506,-793.767,61.807,73.155,-139.509,-834.939,64.314,-140.139,-834.466,64.666,76.598,-146.709,-861.009,74.035,-146.095,-859.615,74.176,77.46,-150.084,-863.052,82.414,-150.953,-863.064,80.584,77.983,-163.779,-865.564,66.446,-162.784,-865.886,66.183,78.155,-160.986,-874.4,34.556,-159.747,-874.614,33.112,78.276,-136.297,-886.203,-24.67,-132.678,-881.739,-27.964,69.987,-32.777,-793.8,-148.573,-30.401,-779.489,-150.8,41.862,107.908,-449.712,-309.95,101.897,-455.723,-308.623,32.43,114.339,-203.25,-442.083,111.528,-205.889,-436.351,26.244,82.482,-27.286,-429.695,85.675,-29.395,-425.969,19.848,123.153,106.881,-354.169,119.466,104.477,-351.248,19.423,83.091,183.794,-249.973,83.389,183.696,-248.278,21.743,36.662,259.695,-97.405,39.558,259.411,-102.392,17.631,54.811,356.297,-34.692,57.656,353.717,-36.947,64.153,109.696,306.418,-17.351,98.001,297.002,-23.79,Triffis C,generated_Mean_Triffis C
-482.785,-138.427,-728.336,482.785,138.427,728.336,550.188,606.242,755.836,-38.117,-144.035,-135.285,-256.841,-107.72,-219.777,-180.648,-48.573,-322.662,-7.179,161.902,-50.612,38.117,144.035,135.285,256.841,107.72,219.777,180.648,48.573,322.662,7.179,-161.902,50.612,70.512,158.981,142.989,256.841,177.981,220.067,198.898,107.379,322.662,23.938,161.902,70.119,101.728,-17.182,-56.014,-63.038,-9.086,-54.414,-57.182,37.343,53.447,-398.706,-7.016,50.435,-390.712,-15.323,22.827,93.235,-563.035,-78.172,80.548,-544.457,-86.622,24.884,-112.308,-375.136,-404.637,-116.332,-375.33,-409.539,32.913,-404.612,-80.411,-819.053,-395.833,-68.674,-797.284,31.091,-576.663,278.272,-786.951,-580.083,236.825,-775.746,38.567,-750.418,-98.861,-466.314,-729.181,-100.746,-467.483,50.108,-508.718,-537.333,-205.657,-513.817,-520.091,-219.292,34.495,-351.756,-540.857,-231.751,-363.112,-521.57,-247.086,35.494,-436.031,-195.344,-551.434,-435.266,-203.185,-545.068,48.091,-536.08,10.398,-743.616,-539.991,-0.389,-728.702,42.586,-672.784,-36.368,-624.21,-657.794,-47.012,-629.522,36.173,-509.956,-299.786,-603.837,-500.367,-282.972,-607.866,34.352,-133.253,-235.795,-692.319,-144.178,-224.286,-685.331,28.083,24.902,60.99,-612.193,17.369,52.238,-604.143,19.646,3.78,218.152,-366.196,1.783,213.872,-367.592,21.376,-57.408,257.198,-146.732,-53.432,259.151,-151.903,24.063,-46.781,330.152,-39.102,-47.472,336.151,-35.028,19.914,-16.134,494.266,65.946,-12.824,480.194,52.566,66.756,40.793,356.155,-18.824,35.473,356.375,-14.722,Voll- ein- Rudi- aus B,generated_Mean_Voll- ein- Rudi- aus B
-392.081,68.99,-675.423,392.081,84.628,675.423,467.171,572.127,700.376,-124.204,60.923,-179.047,-235.235,-42.388,-285.396,-36.054,-77.487,-180.606,3.412,127.942,-30.374,124.204,60.923,179.047,235.235,-32.552,285.396,36.054,48.54,180.606,-3.412,7.716,30.374,127.02,113.047,179.047,235.235,178.86,287.49,81.558,152.277,180.778,23.359,127.942,53.06,84.067,-5.072,295.925,-96.839,-8.667,303.762,-96.982,21.461,-99.479,378.898,-213.639,-107.494,364.73,-209.107,12.578,-325.919,199.891,-286.747,-320.665,199.165,-296.852,21.117,-453.367,16.729,-504.652,-444.381,10.985,-507.459,35.688,-423.698,-244.845,-776.659,-419.764,-225.996,-776.966,47.891,-302.476,-103.524,-1027.966,-310.014,-80.251,-1006.801,41.944,-366.23,398.764,-872.341,-385.518,361.607,-865.78,30.765,-744.895,217.601,-556.321,-719.239,200.125,-561.466,42.488,-672.995,-315.976,-357.238,-662.355,-305.309,-359.237,49.437,-386.076,-638.075,-199.54,-394.591,-622.124,-206.928,42.897,-247.173,-641.71,-195.138,-249.602,-628.331,-205.435,34.878,-155.168,-382.978,-389.41,-155.339,-380.881,-385.706,28.702,-53.63,-79.356,-527.814,-55.026,-85.404,-516.564,23.672,21.557,107.709,-468.933,20.006,102.089,-465.156,19.895,50.021,175.178,-327.613,48.709,172.52,-332.477,18.058,44.772,196.975,-252.444,41.6,195.541,-249.724,19.084,-19.809,200.925,-126.9,-16.122,204.982,-126.913,22.033,-27.189,269.888,-16.986,-27.142,271.845,-18.986,17.468,-6.984,370.855,50.846,-4.157,365.342,47.046,62.084,42.251,312.98,28.717,35.861,296.365,27.481,Voll- ein- voll- aus B,generated_Mean_Voll- ein- voll- aus B
-304.612,-269.654,-491.171,304.612,269.654,491.171,375.013,615.11,511.207,-26.379,-147.984,-95.366,-239.075,-123.861,-176.616,-51.082,-127.815,-163.898,11.924,130.006,-55.29,26.379,147.984,95.366,239.075,123.861,176.616,51.082,127.815,163.898,-11.924,-130.006,55.29,48.501,154.749,102.663,239.075,179.465,181.152,59.466,150.231,164.516,27.972,130.664,62.876,95.615,-46.328,5.365,-36.473,-39.738,-1.336,-36.635,41.213,-29.641,-357.806,-32.538,-26.981,-347.625,-32.603,26.847,45.524,-568.758,-58.293,40.026,-551.913,-64.29,22.461,-3.089,-443.028,-248.578,-14.461,-438.163,-264.063,28.567,-252.52,-251.59,-658.334,-247.193,-242.813,-646.042,34.775,-408.857,80.013,-877.644,-413.166,64.487,-852.403,31.31,-635.802,156.465,-648.256,-627.684,129.713,-645.005,37.309,-721.174,-253.847,-308.836,-703.223,-249.112,-315.803,49.558,-481.228,-595.758,-89.458,-488.73,-585.245,-95.058,51.949,-355.255,-733.329,-12.119,-357.335,-725.079,-22.594,47.868,-277.573,-711.784,-118.233,-275.409,-702.884,-117.368,33.003,-161.182,-516.318,-239.147,-161.058,-508.303,-245.987,23.561,-48.656,-201.922,-470.822,-57.232,-214.618,-461.209,25.38,-62.837,-64.838,-539.594,-58.432,-61.686,-530.722,20.095,-2.383,91.83,-420.403,-2.979,85.991,-422.423,16.563,39.298,142.666,-317.553,35.38,141.084,-314.901,19.538,-0.506,179.878,-180.439,2.008,183.581,-180.516,22.264,-2.551,276.306,-53.377,-0.924,281.959,-55.152,18.885,35.61,453.68,4.197,35.518,442.818,-5.859,62.447,64.195,363.851,-56.783,56.296,358.735,-54.188,Voll- ein- halb- aus B,generated_Mean_Voll- ein- halb- aus B
-266.454,261.807,-691.319,266.454,261.807,691.319,376.318,525.573,720.617,-106.202,92.765,-152.071,-87.639,66.738,-283.054,-62.577,-40.774,-244.438,-10.037,143.077,-11.754,106.202,92.765,152.071,87.639,66.738,283.054,62.577,-40.774,244.438,10.037,143.077,11.754,108.984,123.968,152.071,135.269,129.399,283.054,111.832,129.127,244.438,20.233,143.079,41.053,82.17,-14.488,323.392,-106.095,-18.389,343.16,-109.061,22.833,-106.271,532.084,-225.166,-112.007,498.567,-214.256,15.462,-292.181,295.203,-269.413,-286.834,298.962,-281.773,18.934,-388.647,87.16,-443.341,-384.232,83.452,-449.467,30.91,-415.221,-169.905,-688.39,-398.311,-161.989,-691.188,44.212,-155.485,-284.76,-909.507,-148.151,-257.496,-893.685,56.539,187.721,56.969,-883.386,153.796,58.721,-868.509,52.414,4.625,424.562,-625.482,-7.956,404.852,-629.596,37.938,-396.14,445.643,-459.712,-386.888,425.474,-463.977,23.974,-648.291,120.327,-363.179,-630.952,116.103,-369.824,29.36,-608.412,-277.267,-370.247,-595.009,-262.853,-377.789,41.125,-337.82,-437.693,-503.984,-335.468,-416.705,-510.405,48.341,-29.868,-234.566,-739.257,-36.658,-219.998,-726.514,45.706,148.925,172.28,-738.21,134.311,152.097,-718.889,31.328,89.474,302.088,-451.837,88.111,293.029,-455.847,25.967,-9.726,267.188,-217.256,-7.598,270.775,-220.624,26.146,-54.904,294.926,-54.137,-54.321,297.159,-60.537,22.452,-74.299,374.547,2.033,-68.515,375.096,2.681,14.94,-18.907,444.043,70.973,-17.424,432.343,67.931,60.994,43.16,261.485,65.89,37.099,263.236,60.955,Voll- ein- voll- aus A,generated_Mean_Voll- ein- voll- aus A
