Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp
0.761,11.08,-33.96,-16.32,11.73,-39.14,-18.18,20190930-1616-FRANKFURT_1-01-155,Strecksprung
0.613,2.28,-45.56,6.04,2.61,-43.9,5.2,20190930-1616-FRANKFURT_1-01-155,Strecksprung
1.609,0.32,-40.84,-4.6,-0.8,-41.31,-3.23,20190930-1616-FRANKFURT_1-01-155,Strecksprung
106.69,-26.48,107.12,8.08,-24.66,116.88,-12.97,0827-BK1-01-111,Salto A
7.069,20.88,209.6,-0.32,20.5,202.27,-0.43,0827-BK1-01-111,Salto A
6.192,5.12,218.48,-12.0,5.78,218.55,-8.76,0827-BK1-01-111,Salto A
4.941,12.88,176.0,4.24,13.11,174.86,2.7,0827-BK1-01-111,Salto A
101.462,-6.8,49.88,-1.36,-4.11,50.47,-6.78,0609-4-01-568,Barani C
11.625,3.28,-369.88,100.52,4.41,-360.19,95.28,0609-4-01-568,Barani C
9.467,-71.08,-5.08,275.96,-74.62,-6.23,277.47,0609-4-01-568,Barani C
4.992,-17.64,118.84,108.64,-18.93,117.89,109.1,0609-4-01-568,Barani C
85.033,17.8,94.64,-24.96,14.21,77.11,-15.77,20191007-1150-FRANKFURT_2-01-177,Strecksprung
1.656,-24.16,57.6,-75.4,-16.13,58.05,-56.01,20191007-1150-FRANKFURT_2-01-177,Strecksprung
0.699,-1.32,-47.16,0.12,-1.82,-47.95,1.18,20191007-1150-FRANKFURT_2-01-177,Strecksprung
1.487,5.92,-61.52,17.8,3.68,-59.46,12.45,20191007-1150-FRANKFURT_2-01-177,Strecksprung
80.826,-12.64,54.0,27.92,-2.44,47.08,25.56,0609-1-01-670,Bauchsprung
0.942,-12.64,-66.4,-27.52,-11.41,-66.05,-26.07,0609-1-01-670,Bauchsprung
2.007,7.44,-122.48,-38.24,7.8,-115.0,-34.76,0609-1-01-670,Bauchsprung
1.842,0.32,-9.76,-1.04,-0.19,-1.18,7.66,0609-1-01-670,Bauchsprung
103.394,-9.76,24.48,-52.08,-4.16,48.95,-29.68,0827-BK2-01-65,Salto B
6.083,4.88,28.0,-20.8,2.75,36.6,-15.46,0827-BK2-01-65,Salto B
4.548,11.04,193.68,-5.92,4.65,209.23,-5.24,0827-BK2-01-65,Salto B
3.712,22.72,85.52,-4.32,22.96,87.75,-6.1,0827-BK2-01-65,Salto B
80.36,14.96,-135.84,76.56,-20.97,-21.18,35.75,20191001-1202-FRANKFURT_2-01-91,Barani A
6.311,73.64,117.04,137.76,82.29,128.44,107.09,20191001-1202-FRANKFURT_2-01-91,Barani A
11.201,138.88,-14.28,331.2,139.21,7.9,322.0,20191001-1202-FRANKFURT_2-01-91,Barani A
10.729,-0.04,-220.4,62.44,-2.9,-227.37,63.09,20191001-1202-FRANKFURT_2-01-91,Barani A
71.591,-39.56,196.2,-33.0,-30.42,193.4,-29.77,20191001-1148-FRANKFURT_1-01-188,Strecksprung
1.653,1.84,-85.44,14.84,0.51,-76.4,8.6,20191001-1148-FRANKFURT_1-01-188,Strecksprung
1.633,13.0,-64.04,9.16,12.66,-66.06,11.56,20191001-1148-FRANKFURT_1-01-188,Strecksprung
0.666,-3.72,-32.12,31.28,-4.26,-30.37,31.19,20191001-1148-FRANKFURT_1-01-188,Strecksprung
110.383,19.08,-7.44,34.44,28.03,29.49,10.2,20190930-1616-FRANKFURT_1-01-200,Fliffis C
51.646,21.24,-613.64,32.04,19.3,-626.98,2.91,20190930-1616-FRANKFURT_1-01-200,Fliffis C
20.919,-68.52,-147.76,200.08,-75.15,-149.76,198.45,20190930-1616-FRANKFURT_1-01-200,Fliffis C
11.426,-75.16,196.72,181.68,-79.7,191.15,182.47,20190930-1616-FRANKFURT_1-01-200,Fliffis C
98.465,3.56,79.92,-106.72,10.51,107.02,-53.8,20191008-1207-FRANKFURT_2-01-39,Salto A
10.316,-17.16,151.08,-51.64,-12.43,150.34,-41.31,20191008-1207-FRANKFURT_2-01-39,Salto A
6.683,23.0,260.96,-28.48,23.45,253.21,-21.99,20191008-1207-FRANKFURT_2-01-39,Salto A
8.141,30.96,188.72,6.52,34.4,187.63,5.71,20191008-1207-FRANKFURT_2-01-39,Salto A
92.792,-0.04,100.56,21.28,11.11,115.88,23.27,20190930-1616-FRANKFURT_1-01-26,Salto C
8.664,2.2,66.28,-6.0,-0.99,114.19,-1.07,20190930-1616-FRANKFURT_1-01-26,Salto C
12.989,14.44,326.72,-43.56,11.44,337.33,-23.81,20190930-1616-FRANKFURT_1-01-26,Salto C
4.164,-0.96,89.92,16.84,-1.18,92.44,16.09,20190930-1616-FRANKFURT_1-01-26,Salto C
83.384,24.76,96.08,-16.08,27.21,108.42,-18.0,0609-4-01-49,Salto C
8.431,-5.0,286.12,10.12,-5.38,278.41,10.87,0609-4-01-49,Salto C
8.175,-21.16,221.44,-21.28,-20.2,221.74,-17.33,0609-4-01-49,Salto C
8.094,-6.64,208.2,12.44,-6.48,210.52,12.69,0609-4-01-49,Salto C
93.529,12.92,143.04,15.84,-18.72,237.33,-41.53,20191007-1534-FRANKFURT_2-01-91,Salto B
6.721,29.44,-34.64,64.16,21.4,-8.21,50.15,20191007-1534-FRANKFURT_2-01-91,Salto B
10.588,-5.72,326.64,-50.4,-4.77,339.19,-48.41,20191007-1534-FRANKFURT_2-01-91,Salto B
5.038,5.44,133.16,-10.84,1.27,133.63,-8.83,20191007-1534-FRANKFURT_2-01-91,Salto B
103.467,3.84,94.16,1.6,6.46,104.47,5.58,0827-BK2-01-18,Strecksprung
3.396,20.64,11.68,16.96,9.33,4.76,15.85,0827-BK2-01-18,Strecksprung
1.906,-12.24,-17.68,-44.72,-12.22,-15.15,-44.84,0827-BK2-01-18,Strecksprung
0.881,-19.44,-22.32,-11.6,-19.96,-24.8,-13.38,0827-BK2-01-18,Strecksprung
81.781,23.2,95.52,26.96,15.78,90.55,25.66,0609-1-01-886,Bauchsprung
0.615,-3.28,-24.0,-5.76,-2.69,-22.61,-6.78,0609-1-01-886,Bauchsprung
0.85,15.68,-130.4,-6.8,10.87,-127.27,-7.61,0609-1-01-886,Bauchsprung
1.092,7.6,-24.64,-11.76,7.42,-35.2,2.23,0609-1-01-886,Bauchsprung
82.304,-4.88,59.28,-71.68,8.74,96.67,-13.02,20191007-1150-FRANKFURT_2-01-166,Grätschwinkel
8.552,-31.88,-243.2,82.04,-25.92,-232.74,47.78,20191007-1150-FRANKFURT_2-01-166,Grätschwinkel
7.144,4.96,159.68,39.6,2.82,149.27,23.12,20191007-1150-FRANKFURT_2-01-166,Grätschwinkel
1.47,4.28,-10.0,-8.36,4.77,0.04,-5.14,20191007-1150-FRANKFURT_2-01-166,Grätschwinkel
103.596,-67.68,26.2,-23.2,-40.04,-21.5,-87.99,20191007-1159-FRANKFURT_1-01-366,Barani A
7.78,-35.08,-130.96,174.28,-37.3,-132.7,168.29,20191007-1159-FRANKFURT_1-01-366,Barani A
9.273,-63.56,69.6,362.96,-63.77,74.64,349.72,20191007-1159-FRANKFURT_1-01-366,Barani A
8.294,-16.72,207.08,-35.48,-15.69,211.67,-25.05,20191007-1159-FRANKFURT_1-01-366,Barani A
100.477,22.4,180.64,-4.64,21.16,166.64,0.98,0609-1-01-538,Salto C
14.564,-5.36,451.44,34.08,-1.2,399.1,-10.86,0609-1-01-538,Salto C
1.852,22.8,176.4,-15.52,26.17,170.99,-15.04,0609-1-01-538,Salto C
3.399,34.8,70.08,-5.28,35.11,66.78,-8.45,0609-1-01-538,Salto C
91.175,56.48,-173.72,95.64,35.18,-89.76,55.11,20191008-1157-FRANKFURT_1-01-370,Rudi
17.293,194.92,-68.72,846.4,174.84,-59.86,832.12,20191008-1157-FRANKFURT_1-01-370,Rudi
13.343,11.48,-146.48,635.92,18.89,-148.92,624.49,20191008-1157-FRANKFURT_1-01-370,Rudi
10.984,-5.4,249.64,42.2,-3.8,248.44,41.27,20191008-1157-FRANKFURT_1-01-370,Rudi
100.43,-10.24,-202.04,-35.08,-6.43,-159.09,20.3,20191007-1534-FRANKFURT_2-01-90,Fliffis B
36.836,-10.8,-698.96,103.44,-8.43,-702.54,92.73,20191007-1534-FRANKFURT_2-01-90,Fliffis B
14.584,-121.44,-290.48,258.92,-109.99,-296.5,277.73,20191007-1534-FRANKFURT_2-01-90,Fliffis B
15.738,-12.12,171.32,236.4,-8.65,174.73,234.71,20191007-1534-FRANKFURT_2-01-90,Fliffis B
98.023,-18.32,55.16,-42.32,8.15,77.87,-13.58,20191008-1157-FRANKFURT_1-01-71,Strecksprung
0.735,0.68,-23.16,22.52,5.55,-23.03,22.14,20191008-1157-FRANKFURT_1-01-71,Strecksprung
0.917,-23.2,-33.2,4.16,-21.37,-25.32,2.92,20191008-1157-FRANKFURT_1-01-71,Strecksprung
0.998,-2.28,-77.68,-37.76,-3.44,-70.78,-38.32,20191008-1157-FRANKFURT_1-01-71,Strecksprung
99.7,37.84,144.56,20.08,40.55,148.78,13.01,0609-1-01-366,Salto C
14.602,-59.84,401.68,-68.64,-38.78,393.02,-58.83,0609-1-01-366,Salto C
2.122,14.4,160.0,-2.88,15.67,171.72,-9.05,0609-1-01-366,Salto C
3.462,-10.32,97.36,2.56,-8.87,92.11,-5.13,0609-1-01-366,Salto C
98.782,-2.4,-16.48,-17.52,-9.44,14.17,-23.94,0609-1-01-789,Von Bauch in Stand
1.734,12.32,41.12,59.44,7.88,44.45,57.23,0609-1-01-789,Von Bauch in Stand
1.492,18.4,11.92,5.76,21.02,14.02,2.65,0609-1-01-789,Von Bauch in Stand
1.438,-11.04,43.04,-41.84,-10.2,40.22,-40.61,0609-1-01-789,Von Bauch in Stand
78.221,21.12,242.28,-46.92,30.79,202.33,-37.12,0609-4-01-17,Strecksprung
0.936,-2.84,-4.4,9.64,-1.47,-7.29,8.5,0609-4-01-17,Strecksprung
0.775,9.16,-48.36,18.12,9.52,-47.05,16.61,0609-4-01-17,Strecksprung
0.841,-2.92,-12.8,-2.04,-2.83,-13.83,-1.2,0609-4-01-17,Strecksprung
105.59,55.36,168.96,50.32,52.66,189.31,12.77,0609-1-01-530,Doppelsalto B
9.338,-34.08,233.6,-84.0,-32.96,172.16,-39.62,0609-1-01-530,Doppelsalto B
45.186,70.56,896.48,-53.6,56.9,863.25,-35.23,0609-1-01-530,Doppelsalto B
8.988,19.36,160.8,-12.88,25.29,160.96,-14.47,0609-1-01-530,Doppelsalto B
96.486,46.64,157.04,-27.28,38.28,145.69,-14.36,0827-BK2-02-131,Salto A
4.899,-28.4,160.96,-21.6,-26.52,156.69,-29.53,0827-BK2-02-131,Salto A
4.973,9.04,217.44,-59.44,5.99,218.7,-57.03,0827-BK2-02-131,Salto A
5.91,-11.68,157.6,-27.2,-8.44,155.58,-26.15,0827-BK2-02-131,Salto A
99.256,-16.56,111.84,-16.44,-11.92,117.76,-12.74,0609-4-01-128,Strecksprung
2.403,6.96,12.04,20.0,4.81,17.81,14.17,0609-4-01-128,Strecksprung
1.6,21.04,-17.16,3.4,23.76,-17.1,1.66,0609-4-01-128,Strecksprung
0.671,-2.6,-18.04,0.16,-3.13,-15.43,2.68,0609-4-01-128,Strecksprung
87.029,37.6,211.36,11.68,26.22,211.64,9.49,0609-1-01-130,Doppelsalto C
29.006,14.64,371.92,-17.6,14.54,391.65,-10.69,0609-1-01-130,Doppelsalto C
49.826,-49.76,883.36,-12.4,-32.02,862.07,6.46,0609-1-01-130,Doppelsalto C
8.209,16.4,185.68,-10.4,18.32,185.84,-10.71,0609-1-01-130,Doppelsalto C
102.016,36.08,141.6,61.6,43.17,172.6,16.6,0609-1-01-324,Doppelsalto B
9.237,-30.16,177.28,1.52,-37.17,158.59,-18.16,0609-1-01-324,Doppelsalto B
44.106,66.0,869.6,21.04,20.69,833.3,30.81,0609-1-01-324,Doppelsalto B
9.186,20.56,145.52,-19.84,20.48,153.04,-26.91,0609-1-01-324,Doppelsalto B
103.438,-38.6,145.12,7.68,-27.61,159.62,2.73,0609-4-01-361,Salto C
6.847,-14.92,506.6,18.44,-2.93,477.79,17.09,0609-4-01-361,Salto C
4.074,-4.56,171.44,0.44,-3.3,173.3,1.5,0609-4-01-361,Salto C
2.704,12.6,104.72,-7.16,12.7,107.28,-6.64,0609-4-01-361,Salto C
91.196,-0.76,186.36,-33.6,24.72,212.45,-9.04,20191008-1157-FRANKFURT_1-01-239,Salto A
11.936,-6.4,139.36,-11.44,-15.3,148.48,9.84,20191008-1157-FRANKFURT_1-01-239,Salto A
6.886,-7.64,208.36,-11.24,-5.48,210.32,-5.93,20191008-1157-FRANKFURT_1-01-239,Salto A
7.67,-8.8,133.28,-3.88,-6.59,135.64,-10.1,20191008-1157-FRANKFURT_1-01-239,Salto A
90.614,37.96,78.48,-143.52,13.54,182.7,-41.01,0609-4-01-341,Fliffis B
42.883,27.84,-616.32,12.4,22.74,-614.7,14.6,0609-4-01-341,Fliffis B
21.55,-197.64,-216.92,332.2,-188.56,-204.4,331.05,0609-4-01-341,Fliffis B
14.633,-74.0,263.48,150.8,-73.43,262.46,151.5,0609-4-01-341,Fliffis B
99.122,-20.8,135.08,28.76,-15.51,143.91,33.93,0609-4-01-177,Schraubensalto C
7.042,236.2,78.64,294.76,230.82,74.52,297.09,0609-4-01-177,Schraubensalto C
12.648,-92.28,41.4,403.72,-86.41,40.95,403.69,0609-4-01-177,Schraubensalto C
6.397,4.64,145.12,108.88,1.04,146.52,109.23,0609-4-01-177,Schraubensalto C
92.635,4.16,-60.88,90.84,11.97,-71.66,64.83,20191007-1150-FRANKFURT_2-01-196,Fliffis B
36.616,-117.4,-596.56,3.88,-117.58,-618.27,-1.85,20191007-1150-FRANKFURT_2-01-196,Fliffis B
31.134,-55.32,-461.16,123.52,-29.12,-486.49,128.36,20191007-1150-FRANKFURT_2-01-196,Fliffis B
18.474,47.88,308.16,244.92,56.42,257.73,259.43,20191007-1150-FRANKFURT_2-01-196,Fliffis B
109.003,-10.2,133.84,-24.0,-12.95,147.95,-7.8,0609-4-01-21,Salto C
8.903,-13.44,504.2,15.88,-12.21,470.84,15.31,0609-4-01-21,Salto C
4.309,26.68,169.72,17.44,21.15,170.24,16.17,0609-4-01-21,Salto C
2.79,11.64,95.48,-11.48,11.62,96.04,-10.29,0609-4-01-21,Salto C
92.015,-22.76,51.16,-4.16,-13.56,53.1,-5.49,0609-4-01-548,Barani C
16.273,-8.2,-456.28,101.72,-8.42,-447.54,97.98,0609-4-01-548,Barani C
8.305,-5.96,-29.96,255.2,-14.05,-32.05,261.76,0609-4-01-548,Barani C
5.346,-7.48,123.76,112.8,-8.24,122.81,116.15,0609-4-01-548,Barani C
80.207,7.44,61.12,-10.08,5.05,72.83,-6.48,0609-1-01-892,Bauchsprung
0.372,-6.16,-15.76,-6.96,-6.51,-14.74,-5.29,0609-1-01-892,Bauchsprung
1.738,8.24,-85.44,-18.72,7.42,-81.85,-20.34,0609-1-01-892,Bauchsprung
1.82,22.48,-42.96,-26.24,14.56,-33.76,-9.0,0609-1-01-892,Bauchsprung
92.428,-17.56,182.76,-67.64,42.69,98.77,12.42,20191001-1148-FRANKFURT_1-01-141,Grätschwinkel
10.742,-27.0,-294.2,14.68,-18.77,-290.54,5.41,20191001-1148-FRANKFURT_1-01-141,Grätschwinkel
7.38,20.32,198.08,-62.32,11.17,195.14,-60.36,20191001-1148-FRANKFURT_1-01-141,Grätschwinkel
0.713,-27.96,28.36,42.8,-24.31,16.53,41.24,20191001-1148-FRANKFURT_1-01-141,Grätschwinkel
99.635,5.72,-389.92,-25.48,20.45,5.83,-163.36,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B
9.418,-31.6,115.52,-35.56,-24.06,131.01,-25.04,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B
5.769,40.08,244.32,-11.04,42.85,242.97,-22.22,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B
4.947,-4.08,116.12,-5.24,-1.11,117.55,-8.59,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B
96.538,-18.92,157.48,-55.6,-10.8,150.26,-33.47,20191001-1148-FRANKFURT_1-01-194,Strecksprung
0.693,25.12,9.64,32.76,21.57,13.13,34.56,20191001-1148-FRANKFURT_1-01-194,Strecksprung
1.268,-1.28,-77.52,31.24,-3.85,-72.04,32.79,20191001-1148-FRANKFURT_1-01-194,Strecksprung
0.649,-5.8,-73.72,36.76,-5.16,-72.98,28.65,20191001-1148-FRANKFURT_1-01-194,Strecksprung
91.701,34.8,100.08,59.2,14.38,128.97,59.11,0609-1-01-254,Strecksprung
0.535,5.44,10.08,-53.28,2.02,7.08,-45.44,0609-1-01-254,Strecksprung
0.289,-4.48,-8.96,-20.48,-4.44,-6.75,-18.27,0609-1-01-254,Strecksprung
0.495,16.24,11.92,11.36,14.95,10.88,10.37,0609-1-01-254,Strecksprung
105.837,-9.68,66.24,-31.92,-10.04,73.91,-32.93,0115-CHARI-05-50,Salto B
7.551,-0.32,95.68,20.56,-2.13,94.5,20.05,0115-CHARI-05-50,Salto B
4.287,-19.36,187.28,-10.72,-18.96,194.44,-11.92,0115-CHARI-05-50,Salto B
4.842,-5.92,111.68,2.16,-7.54,110.43,1.0,0115-CHARI-05-50,Salto B
81.536,26.8,46.24,26.48,19.34,51.77,29.26,0609-1-01-697,Bauchsprung
0.252,8.48,-18.32,-10.8,8.06,-20.29,-5.92,0609-1-01-697,Bauchsprung
2.677,-34.64,-142.64,-29.6,-24.02,-124.47,-23.46,0609-1-01-697,Bauchsprung
1.339,8.88,-40.72,28.96,10.82,-35.76,18.13,0609-1-01-697,Bauchsprung
79.023,-20.52,114.68,29.84,-0.51,142.07,-18.93,20191007-1150-FRANKFURT_2-01-58,Grätschwinkel
9.541,-19.6,-190.72,-25.48,-14.22,-190.54,-14.47,20191007-1150-FRANKFURT_2-01-58,Grätschwinkel
4.513,25.04,162.4,20.12,25.72,152.83,16.9,20191007-1150-FRANKFURT_2-01-58,Grätschwinkel
1.624,-7.76,15.96,-4.56,-6.71,15.39,-7.25,20191007-1150-FRANKFURT_2-01-58,Grätschwinkel
119.319,-24.68,51.16,-11.92,-16.74,53.75,-0.8,0609-4-01-398,Fliffis B
40.981,-0.56,-584.92,-25.56,-1.6,-585.81,-11.36,0609-4-01-398,Fliffis B
14.172,-29.16,-120.04,323.6,-34.16,-112.97,314.67,0609-4-01-398,Fliffis B
15.855,-59.04,245.44,188.12,-60.88,244.89,189.69,0609-4-01-398,Fliffis B
106.113,-11.52,3.36,-27.84,-7.28,18.49,-40.49,0609-1-01-198,Von Bauch in Stand
0.985,7.36,30.96,0.72,12.09,36.76,-7.34,0609-1-01-198,Von Bauch in Stand
0.762,-3.04,-13.04,9.92,-2.26,-12.98,12.7,0609-1-01-198,Von Bauch in Stand
1.596,29.12,86.08,-41.2,24.79,75.53,-34.61,0609-1-01-198,Von Bauch in Stand
99.602,-49.04,180.24,-49.52,-47.94,196.67,-44.65,0115-CHARI-05-40,Doppelsalto B
17.594,12.0,89.6,34.72,9.08,111.16,27.93,0115-CHARI-05-40,Doppelsalto B
53.988,66.64,859.12,3.6,45.36,852.96,22.59,0115-CHARI-05-40,Doppelsalto B
11.549,43.36,127.76,23.52,46.35,130.95,21.04,0115-CHARI-05-40,Doppelsalto B
91.845,7.4,537.4,-178.64,38.63,400.93,-171.63,20191007-1524-FRANKFURT_1-01-94,Salto B
13.325,-14.96,-184.16,-64.88,-11.71,-147.1,11.68,20191007-1524-FRANKFURT_1-01-94,Salto B
29.906,30.12,555.24,-70.88,24.11,545.28,-61.93,20191007-1524-FRANKFURT_1-01-94,Salto B
5.755,2.08,111.72,68.4,0.14,118.39,58.9,20191007-1524-FRANKFURT_1-01-94,Salto B
90.291,29.6,47.88,-45.8,21.56,177.59,-23.14,0609-4-01-471,Fliffis B
41.039,80.44,-624.84,13.92,70.28,-621.82,7.53,0609-4-01-471,Fliffis B
17.237,-134.08,-149.96,326.72,-134.02,-151.3,317.93,0609-4-01-471,Fliffis B
13.476,-49.88,249.76,162.52,-48.98,244.06,163.11,0609-4-01-471,Fliffis B
104.315,79.44,-51.52,-105.52,88.1,103.21,-49.68,0115-JANEIKE-01-16,Salto B
6.493,-10.8,-80.56,-47.44,-19.72,-6.38,-21.2,0115-JANEIKE-01-16,Salto B
10.162,37.76,375.6,46.72,37.04,363.72,36.25,0115-JANEIKE-01-16,Salto B
4.303,50.0,106.32,4.0,49.85,105.56,-3.37,0115-JANEIKE-01-16,Salto B
78.688,29.36,299.52,-44.68,-0.06,231.89,-18.73,0609-4-01-450,Fliffis B
39.889,8.0,-660.84,73.8,10.13,-656.44,54.18,0609-4-01-450,Fliffis B
22.775,-193.6,-123.32,368.08,-187.29,-118.44,363.86,0609-4-01-450,Fliffis B
14.329,-33.0,255.12,101.48,-36.33,250.78,102.02,0609-4-01-450,Fliffis B
77.409,-8.48,-65.2,42.0,-17.14,10.63,32.96,20191007-1159-FRANKFURT_1-01-415,Grätschwinkel
1.588,23.2,-79.56,27.4,21.32,-92.59,24.24,20191007-1159-FRANKFURT_1-01-415,Grätschwinkel
9.117,13.52,146.0,-2.36,9.44,123.29,0.73,20191007-1159-FRANKFURT_1-01-415,Grätschwinkel
1.084,2.2,7.12,7.88,0.5,8.96,0.28,20191007-1159-FRANKFURT_1-01-415,Grätschwinkel
81.012,-66.24,13.12,61.16,1.35,-133.2,-58.03,20191001-1202-FRANKFURT_2-01-65,Barani A
7.104,93.76,132.32,126.6,84.12,140.02,111.87,20191001-1202-FRANKFURT_2-01-65,Barani A
10.82,196.76,3.0,305.0,193.82,16.27,286.79,20191001-1202-FRANKFURT_2-01-65,Barani A
8.343,-20.24,-181.84,46.72,-21.18,-184.41,53.02,20191001-1202-FRANKFURT_2-01-65,Barani A
103.05,-1.64,173.2,46.72,10.96,193.94,22.68,20190930-1616-FRANKFURT_1-01-273,Doppelsalto C
31.029,-16.68,543.16,-31.4,-13.19,516.07,-24.3,20190930-1616-FRANKFURT_1-01-273,Doppelsalto C
47.879,92.28,810.28,-55.84,82.92,796.57,-33.87,20190930-1616-FRANKFURT_1-01-273,Doppelsalto C
8.57,0.32,156.72,-3.2,-2.48,150.2,9.0,20190930-1616-FRANKFURT_1-01-273,Doppelsalto C
85.854,30.96,143.12,22.2,-25.88,122.73,0.74,20191007-1159-FRANKFURT_1-01-11,Salto C
18.878,25.92,-497.04,-118.96,26.62,-328.98,-28.6,20191007-1159-FRANKFURT_1-01-11,Salto C
28.326,-37.92,599.28,-29.28,-38.1,606.94,-35.09,20191007-1159-FRANKFURT_1-01-11,Salto C
6.559,1.48,39.68,4.84,3.72,44.3,7.87,20191007-1159-FRANKFURT_1-01-11,Salto C
96.476,5.92,103.04,-20.4,11.94,124.64,-20.07,0827-BK2-02-44,Salto C
14.062,-11.12,376.88,-110.4,-15.76,361.65,-99.37,0827-BK2-02-44,Salto C
2.574,-7.76,153.76,-46.0,-5.62,153.84,-45.69,0827-BK2-02-44,Salto C
3.712,5.68,107.92,-40.16,5.76,108.44,-38.66,0827-BK2-02-44,Salto C
98.802,-8.24,58.16,11.84,4.16,73.07,16.2,0827-BK2-01-112,Salto A
10.024,-4.16,226.88,-54.0,1.43,217.81,-45.0,0827-BK2-01-112,Salto A
5.689,6.32,215.84,-19.28,6.21,213.15,-18.95,0827-BK2-01-112,Salto A
5.234,0.32,163.04,-21.52,-0.66,161.97,-24.7,0827-BK2-01-112,Salto A
100.333,58.8,206.48,-24.16,47.34,192.71,-7.93,0609-1-01-13,Salto C
15.638,2.08,606.88,-3.44,5.95,570.66,-17.73,0609-1-01-13,Salto C
2.052,33.28,168.24,-6.0,35.78,169.28,-5.11,0609-1-01-13,Salto C
4.395,-0.16,98.08,-8.0,6.05,93.82,-6.77,0609-1-01-13,Salto C
96.782,3.44,55.44,-36.32,-1.07,88.14,-23.94,0827-BK2-01-109,Strecksprung
0.922,-7.68,-37.76,30.4,-9.07,-34.7,24.57,0827-BK2-01-109,Strecksprung
0.493,-6.24,-8.88,11.6,-7.57,-12.27,6.63,0827-BK2-01-109,Strecksprung
1.437,-6.96,-17.36,-14.16,-4.87,-13.21,-13.64,0827-BK2-01-109,Strecksprung
75.69,-78.64,-6.36,379.92,-7.03,-71.71,16.96,20191001-1202-FRANKFURT_2-01-129,Salto A
7.255,-35.96,-152.72,-36.96,-28.38,-148.25,-24.5,20191001-1202-FRANKFURT_2-01-129,Salto A
7.033,-8.76,-187.12,-17.32,-6.3,-191.38,-13.64,20191001-1202-FRANKFURT_2-01-129,Salto A
9.247,-6.96,-216.2,-11.32,-6.85,-221.32,-8.71,20191001-1202-FRANKFURT_2-01-129,Salto A
105.603,-26.8,140.52,-14.24,-15.63,163.06,-10.76,0609-4-01-285,Salto C
8.583,-12.56,555.64,-27.76,-2.69,513.63,-17.23,0609-4-01-285,Salto C
4.098,2.96,165.6,3.36,3.19,163.9,5.54,0609-4-01-285,Salto C
3.024,-4.08,110.0,9.32,-3.08,110.7,7.74,0609-4-01-285,Salto C
108.395,37.8,86.6,47.92,35.22,112.07,39.83,20190930-1247-FRANKFURT_2-01-223,Rudi
11.16,-47.2,-140.04,343.24,-37.64,-142.33,323.72,20190930-1247-FRANKFURT_2-01-223,Rudi
19.19,404.08,-80.32,540.52,400.76,-83.32,537.33,20190930-1247-FRANKFURT_2-01-223,Rudi
6.777,16.28,258.72,146.6,11.68,264.89,132.75,20190930-1247-FRANKFURT_2-01-223,Rudi
98.098,30.24,145.12,19.2,31.92,161.65,10.2,0609-1-01-470,Salto C
14.787,-60.72,610.08,37.6,-37.76,580.62,2.32,0609-1-01-470,Salto C
2.639,33.92,160.96,-7.6,28.5,161.95,-4.25,0609-1-01-470,Salto C
3.112,27.84,84.56,-15.68,26.58,86.59,-13.05,0609-1-01-470,Salto C
89.74,36.4,166.56,-57.04,8.51,90.49,-2.67,0609-1-01-189,Von Bauch in Stand
1.352,-10.08,-7.12,-25.2,-1.21,-2.16,-29.18,0609-1-01-189,Von Bauch in Stand
0.717,25.68,-29.6,-7.44,22.89,-22.69,-8.83,0609-1-01-189,Von Bauch in Stand
0.893,-20.88,53.76,12.32,-13.97,46.94,12.86,0609-1-01-189,Von Bauch in Stand
83.739,5.8,116.44,-14.16,7.56,127.59,-19.73,20190930-1153-FRANKFURT_1-01-142,Barani A
5.759,-31.84,-146.76,46.08,-43.04,-154.3,52.51,20190930-1153-FRANKFURT_1-01-142,Barani A
10.159,-195.32,-61.16,210.88,-199.07,-59.88,206.77,20190930-1153-FRANKFURT_1-01-142,Barani A
6.947,-56.04,119.72,131.64,-53.88,117.0,129.2,20190930-1153-FRANKFURT_1-01-142,Barani A
98.627,20.96,166.4,-9.44,25.93,171.75,-12.13,0827-BK2-02-61,Salto B
4.792,-42.8,94.16,6.16,-38.01,110.39,0.31,0827-BK2-02-61,Salto B
5.844,41.28,249.12,-40.32,37.12,252.88,-42.51,0827-BK2-02-61,Salto B
4.083,-4.8,82.8,-30.4,-6.8,83.21,-28.9,0827-BK2-02-61,Salto B
105.55,9.6,64.72,4.8,8.83,103.84,39.05,20190930-1247-FRANKFURT_2-01-296,Strecksprung
1.596,-1.32,-43.72,-17.48,-0.61,-40.82,-13.57,20190930-1247-FRANKFURT_2-01-296,Strecksprung
2.08,6.48,28.64,-28.24,6.67,25.13,-27.03,20190930-1247-FRANKFURT_2-01-296,Strecksprung
1.385,-18.12,-9.56,-14.4,-13.45,-3.49,-6.91,20190930-1247-FRANKFURT_2-01-296,Strecksprung
101.547,37.72,92.08,-46.64,35.26,118.96,-33.73,20191008-1207-FRANKFURT_2-01-28,Salto A
10.366,3.52,187.84,17.84,6.25,184.7,6.56,20191008-1207-FRANKFURT_2-01-28,Salto A
