SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-ACC_N,0-ACC_N_ROT_filtered,0-Acc_x_Fil,0-Acc_y_Fil,0-Acc_z_Fil,0-Gyro_x_Fil,0-Gyro_y_Fil,0-Gyro_z_Fil,25-ACC_N,25-ACC_N_ROT_filtered,25-Acc_x_Fil,25-Acc_y_Fil,25-Acc_z_Fil,25-Gyro_x_Fil,25-Gyro_y_Fil,25-Gyro_z_Fil,50-ACC_N,50-ACC_N_ROT_filtered,50-Acc_x_Fil,50-Acc_y_Fil,50-Acc_z_Fil,50-Gyro_x_Fil,50-Gyro_y_Fil,50-Gyro_z_Fil,75-ACC_N,75-ACC_N_ROT_filtered,75-Acc_x_Fil,75-Acc_y_Fil,75-Acc_z_Fil,75-Gyro_x_Fil,75-Gyro_y_Fil,75-Gyro_z_Fil
20191007-1150-FRANKFURT_2-01-224,Fliffis C,-109.305,-404.877,188.511,144.733,651.542,209.969,47.089,51.802,-18.691,3.392,14.164,-89.691,-531.099,12.393,47.089,51.802,-18.691,3.392,14.164,-89.691,-531.099,12.393,47.089,51.802,-18.691,3.392,14.164,-89.691,-531.099,12.393,47.089,51.802,-18.691,3.392,14.164,-89.691,-531.099,12.393
20191007-1150-FRANKFURT_2-01-225,Salto A,36.819,355.424,6.142,38.857,355.887,37.025,23.013,32.029,1.741,0.055,14.86,23.043,237.773,-15.479,23.013,32.029,1.741,0.055,14.86,23.043,237.773,-15.479,23.013,32.029,1.741,0.055,14.86,23.043,237.773,-15.479,23.013,32.029,1.741,0.055,14.86,23.043,237.773,-15.479
20191007-1150-FRANKFURT_2-01-233,Fliffis B,-54.283,-354.216,197.96,123.09,724.583,228.245,50.306,56.478,-23.927,4.344,9.442,-101.963,-619.233,42.876,50.306,56.478,-23.927,4.344,9.442,-101.963,-619.233,42.876,50.306,56.478,-23.927,4.344,9.442,-101.963,-619.233,42.876,50.306,56.478,-23.927,4.344,9.442,-101.963,-619.233,42.876
20191007-1150-FRANKFURT_2-01-234,Salto B,33.533,338.323,-12.357,36.703,393.007,36.91,26.224,34.541,-2.445,0.233,16.104,8.539,53.854,-6.696,26.224,34.541,-2.445,0.233,16.104,8.539,53.854,-6.696,26.224,34.541,-2.445,0.233,16.104,8.539,53.854,-6.696,26.224,34.541,-2.445,0.233,16.104,8.539,53.854,-6.696
20191007-1150-FRANKFURT_2-01-235,Fliffis C,-88.25,-411.504,195.737,129.058,653.011,217.16,47.352,52.208,-20.246,2.793,14.208,-74.533,-534.859,13.072,47.352,52.208,-20.246,2.793,14.208,-74.533,-534.859,13.072,47.352,52.208,-20.246,2.793,14.208,-74.533,-534.859,13.072,47.352,52.208,-20.246,2.793,14.208,-74.533,-534.859,13.072
20191007-1150-FRANKFURT_2-01-236,Salto A,42.753,350.254,9.881,44.876,350.254,40.299,25.065,34.392,3.742,-1.056,14.977,20.299,238.775,7.785,25.065,34.392,3.742,-1.056,14.977,20.299,238.775,7.785,25.065,34.392,3.742,-1.056,14.977,20.299,238.775,7.785,25.065,34.392,3.742,-1.056,14.977,20.299,238.775,7.785
20191007-1159-FRANKFURT_1-01-8,Salto C,6.772,355.758,12.747,35.629,397.237,44.135,28.417,39.425,-2.888,-1.76,13.797,7.68,75.548,27.5,28.417,39.425,-2.888,-1.76,13.797,7.68,75.548,27.5,28.417,39.425,-2.888,-1.76,13.797,7.68,75.548,27.5,28.417,39.425,-2.888,-1.76,13.797,7.68,75.548,27.5
20191007-1159-FRANKFURT_1-01-9,Salto C,-9.954,358.686,-7.325,31.787,402.237,41.046,28.631,39.229,-1.459,-0.818,14.162,13.592,111.123,7.284,28.631,39.229,-1.459,-0.818,14.162,13.592,111.123,7.284,28.631,39.229,-1.459,-0.818,14.162,13.592,111.123,7.284,28.631,39.229,-1.459,-0.818,14.162,13.592,111.123,7.284
20191007-1159-FRANKFURT_1-01-10,Salto C,-16.317,346.571,-1.015,31.967,418.064,43.442,29.132,38.657,-5.113,-1.048,16.046,1.654,48.116,17.48,29.132,38.657,-5.113,-1.048,16.046,1.654,48.116,17.48,29.132,38.657,-5.113,-1.048,16.046,1.654,48.116,17.48,29.132,38.657,-5.113,-1.048,16.046,1.654,48.116,17.48
20191007-1159-FRANKFURT_1-01-11,Salto C,-13.588,354.622,21.698,46.766,432.788,52.712,29.065,38.507,-3.634,-1.743,15.417,3.097,44.037,19.319,29.065,38.507,-3.634,-1.743,15.417,3.097,44.037,19.319,29.065,38.507,-3.634,-1.743,15.417,3.097,44.037,19.319,29.065,38.507,-3.634,-1.743,15.417,3.097,44.037,19.319
20191007-1159-FRANKFURT_1-01-19,Salto C,-0.328,356.285,-8.483,46.783,382.294,48.114,28.749,38.825,-2.696,-0.852,14.777,1.755,59.769,19.203,28.749,38.825,-2.696,-0.852,14.777,1.755,59.769,19.203,28.749,38.825,-2.696,-0.852,14.777,1.755,59.769,19.203,28.749,38.825,-2.696,-0.852,14.777,1.755,59.769,19.203
20191007-1159-FRANKFURT_1-01-20,Salto C,-6.304,357.293,5.777,38.1,396.456,52.423,28.182,39.209,-4.045,-1.338,13.852,-0.679,95.039,9.902,28.182,39.209,-4.045,-1.338,13.852,-0.679,95.039,9.902,28.182,39.209,-4.045,-1.338,13.852,-0.679,95.039,9.902,28.182,39.209,-4.045,-1.338,13.852,-0.679,95.039,9.902
20191007-1159-FRANKFURT_1-01-21,Salto C,-13.526,336.65,-5.324,30.003,404.572,46.135,29.532,39.29,-5.222,-1.292,15.537,5.146,39.494,14.554,29.532,39.29,-5.222,-1.292,15.537,5.146,39.494,14.554,29.532,39.29,-5.222,-1.292,15.537,5.146,39.494,14.554,29.532,39.29,-5.222,-1.292,15.537,5.146,39.494,14.554
20191007-1159-FRANKFURT_1-01-33,Salto C,16.495,350.256,-2.657,45.226,382.541,71.289,27.849,38.8,-2.176,0.241,14.07,10.461,86.558,28.125,27.849,38.8,-2.176,0.241,14.07,10.461,86.558,28.125,27.849,38.8,-2.176,0.241,14.07,10.461,86.558,28.125,27.849,38.8,-2.176,0.241,14.07,10.461,86.558,28.125
20191007-1159-FRANKFURT_1-01-34,Salto C,-22.907,353.893,0.155,36.624,398.926,53.159,28.429,39.802,-2.433,-0.0,14.695,-1.664,67.289,12.055,28.429,39.802,-2.433,-0.0,14.695,-1.664,67.289,12.055,28.429,39.802,-2.433,-0.0,14.695,-1.664,67.289,12.055,28.429,39.802,-2.433,-0.0,14.695,-1.664,67.289,12.055
20191007-1159-FRANKFURT_1-01-35,Salto C,-2.078,356.851,-2.093,31.495,437.527,60.062,28.4,38.705,-4.743,-0.182,15.129,-2.93,38.359,9.914,28.4,38.705,-4.743,-0.182,15.129,-2.93,38.359,9.914,28.4,38.705,-4.743,-0.182,15.129,-2.93,38.359,9.914,28.4,38.705,-4.743,-0.182,15.129,-2.93,38.359,9.914
20191007-1159-FRANKFURT_1-01-36,Salto C,18.623,344.117,-3.768,52.507,425.177,61.134,28.535,39.367,-2.834,-0.844,17.992,0.127,43.959,-8.089,28.535,39.367,-2.834,-0.844,17.992,0.127,43.959,-8.089,28.535,39.367,-2.834,-0.844,17.992,0.127,43.959,-8.089,28.535,39.367,-2.834,-0.844,17.992,0.127,43.959,-8.089
20191007-1159-FRANKFURT_1-01-59,Salto C,-1.863,355.302,-1.585,40.345,385.193,39.173,28.064,38.5,-2.159,-0.394,15.253,0.771,43.837,14.086,28.064,38.5,-2.159,-0.394,15.253,0.771,43.837,14.086,28.064,38.5,-2.159,-0.394,15.253,0.771,43.837,14.086,28.064,38.5,-2.159,-0.394,15.253,0.771,43.837,14.086
20191007-1159-FRANKFURT_1-01-60,Salto C,-9.698,354.735,-0.136,27.305,389.937,39.279,27.056,38.252,-1.486,-0.271,14.856,-7.303,63.895,18.994,27.056,38.252,-1.486,-0.271,14.856,-7.303,63.895,18.994,27.056,38.252,-1.486,-0.271,14.856,-7.303,63.895,18.994,27.056,38.252,-1.486,-0.271,14.856,-7.303,63.895,18.994
20191007-1159-FRANKFURT_1-01-61,Salto C,19.417,356.236,6.7,31.787,356.236,34.264,25.898,37.31,-1.454,-0.301,14.171,-4.373,168.808,6.114,25.898,37.31,-1.454,-0.301,14.171,-4.373,168.808,6.114,25.898,37.31,-1.454,-0.301,14.171,-4.373,168.808,6.114,25.898,37.31,-1.454,-0.301,14.171,-4.373,168.808,6.114
20191007-1159-FRANKFURT_1-01-74,Barani B,57.158,-46.207,205.775,100.652,363.464,242.351,36.021,47.327,-6.201,-1.735,14.26,48.366,-423.721,61.342,36.021,47.327,-6.201,-1.735,14.26,48.366,-423.721,61.342,36.021,47.327,-6.201,-1.735,14.26,48.366,-423.721,61.342,36.021,47.327,-6.201,-1.735,14.26,48.366,-423.721,61.342
20191007-1159-FRANKFURT_1-01-91,Barani B,26.839,-29.636,176.383,49.778,358.044,220.759,34.477,45.691,-5.861,-2.236,14.378,36.485,-413.467,17.765,34.477,45.691,-5.861,-2.236,14.378,36.485,-413.467,17.765,34.477,45.691,-5.861,-2.236,14.378,36.485,-413.467,17.765,34.477,45.691,-5.861,-2.236,14.378,36.485,-413.467,17.765
20191007-1159-FRANKFURT_1-01-107,Barani B,45.553,-22.432,179.017,63.911,373.172,212.405,34.349,45.036,-3.553,-1.393,15.965,52.273,-390.152,29.221,34.349,45.036,-3.553,-1.393,15.965,52.273,-390.152,29.221,34.349,45.036,-3.553,-1.393,15.965,52.273,-390.152,29.221,34.349,45.036,-3.553,-1.393,15.965,52.273,-390.152,29.221
20191007-1159-FRANKFURT_1-01-116,Barani B,25.795,-14.108,181.112,54.281,344.593,220.19,31.933,42.911,-2.54,-1.505,16.879,19.879,-344.383,21.657,31.933,42.911,-2.54,-1.505,16.879,19.879,-344.383,21.657,31.933,42.911,-2.54,-1.505,16.879,19.879,-344.383,21.657,31.933,42.911,-2.54,-1.505,16.879,19.879,-344.383,21.657
20191007-1159-FRANKFURT_1-01-117,Barani B,47.476,-36.977,163.669,57.152,357.718,200.542,32.349,43.184,-3.97,-0.83,15.501,19.109,-363.527,6.22,32.349,43.184,-3.97,-0.83,15.501,19.109,-363.527,6.22,32.349,43.184,-3.97,-0.83,15.501,19.109,-363.527,6.22,32.349,43.184,-3.97,-0.83,15.501,19.109,-363.527,6.22
20191007-1159-FRANKFURT_1-01-118,Barani B,-65.493,61.318,174.894,80.992,289.887,226.771,26.54,37.501,1.263,0.417,18.08,-5.957,-165.381,42.365,26.54,37.501,1.263,0.417,18.08,-5.957,-165.381,42.365,26.54,37.501,1.263,0.417,18.08,-5.957,-165.381,42.365,26.54,37.501,1.263,0.417,18.08,-5.957,-165.381,42.365
20191007-1159-FRANKFURT_1-01-126,Barani B,27.94,-27.653,181.399,49.997,346.837,207.219,34.005,43.597,-5.642,-1.667,14.935,33.398,-380.753,31.805,34.005,43.597,-5.642,-1.667,14.935,33.398,-380.753,31.805,34.005,43.597,-5.642,-1.667,14.935,33.398,-380.753,31.805,34.005,43.597,-5.642,-1.667,14.935,33.398,-380.753,31.805
20191007-1159-FRANKFURT_1-01-130,Barani B,-16.119,-72.857,195.952,51.075,335.611,215.29,33.509,43.698,-4.734,-0.437,15.499,21.212,-412.643,33.24,33.509,43.698,-4.734,-0.437,15.499,21.212,-412.643,33.24,33.509,43.698,-4.734,-0.437,15.499,21.212,-412.643,33.24,33.509,43.698,-4.734,-0.437,15.499,21.212,-412.643,33.24
20191007-1159-FRANKFURT_1-01-140,Barani B,13.685,-22.875,174.913,61.364,356.82,211.991,34.03,44.966,-4.589,-1.151,15.788,23.144,-384.881,18.946,34.03,44.966,-4.589,-1.151,15.788,23.144,-384.881,18.946,34.03,44.966,-4.589,-1.151,15.788,23.144,-384.881,18.946,34.03,44.966,-4.589,-1.151,15.788,23.144,-384.881,18.946
20191007-1159-FRANKFURT_1-01-151,Barani B,45.477,1.863,171.755,64.632,342.043,213.509,34.874,45.898,-3.532,-2.703,15.179,46.973,-365.38,19.007,34.874,45.898,-3.532,-2.703,15.179,46.973,-365.38,19.007,34.874,45.898,-3.532,-2.703,15.179,46.973,-365.38,19.007,34.874,45.898,-3.532,-2.703,15.179,46.973,-365.38,19.007
20191007-1159-FRANKFURT_1-01-152,Barani B,90.925,-19.172,170.665,95.365,353.367,233.224,31.962,42.728,-3.503,-2.111,15.151,53.381,-360.995,17.065,31.962,42.728,-3.503,-2.111,15.151,53.381,-360.995,17.065,31.962,42.728,-3.503,-2.111,15.151,53.381,-360.995,17.065,31.962,42.728,-3.503,-2.111,15.151,53.381,-360.995,17.065
20191007-1159-FRANKFURT_1-01-164,Barani B,12.215,-64.618,200.63,80.733,337.175,243.562,36.783,46.816,-5.223,-2.56,16.451,54.829,-421.106,27.044,36.783,46.816,-5.223,-2.56,16.451,54.829,-421.106,27.044,36.783,46.816,-5.223,-2.56,16.451,54.829,-421.106,27.044,36.783,46.816,-5.223,-2.56,16.451,54.829,-421.106,27.044
20191007-1159-FRANKFURT_1-01-177,Barani B,-6.025,-42.551,177.757,63.112,362.639,200.533,35.549,46.421,-5.893,-1.75,14.824,23.562,-416.087,31.809,35.549,46.421,-5.893,-1.75,14.824,23.562,-416.087,31.809,35.549,46.421,-5.893,-1.75,14.824,23.562,-416.087,31.809,35.549,46.421,-5.893,-1.75,14.824,23.562,-416.087,31.809
20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996,33.628,44.26,-1.571,-1.145,15.608,4.511,-379.435,12.016,33.628,44.26,-1.571,-1.145,15.608,4.511,-379.435,12.016,33.628,44.26,-1.571,-1.145,15.608,4.511,-379.435,12.016,33.628,44.26,-1.571,-1.145,15.608,4.511,-379.435,12.016
20191007-1159-FRANKFURT_1-01-200,Barani B,39.232,-37.577,191.22,54.007,334.383,218.781,35.742,45.367,-4.839,-1.63,15.795,28.748,-382.094,11.971,35.742,45.367,-4.839,-1.63,15.795,28.748,-382.094,11.971,35.742,45.367,-4.839,-1.63,15.795,28.748,-382.094,11.971,35.742,45.367,-4.839,-1.63,15.795,28.748,-382.094,11.971
20191007-1159-FRANKFURT_1-01-213,Barani B,-6.064,-29.348,184.188,74.472,355.536,199.499,33.784,44.631,-4.619,-0.683,14.154,-17.672,-400.877,26.568,33.784,44.631,-4.619,-0.683,14.154,-17.672,-400.877,26.568,33.784,44.631,-4.619,-0.683,14.154,-17.672,-400.877,26.568,33.784,44.631,-4.619,-0.683,14.154,-17.672,-400.877,26.568
20191007-1159-FRANKFURT_1-01-227,Barani B,13.962,-36.252,179.237,45.079,347.619,203.456,33.561,44.633,-3.668,-0.412,14.911,4.956,-393.329,35.343,33.561,44.633,-3.668,-0.412,14.911,4.956,-393.329,35.343,33.561,44.633,-3.668,-0.412,14.911,4.956,-393.329,35.343,33.561,44.633,-3.668,-0.412,14.911,4.956,-393.329,35.343
20191007-1159-FRANKFURT_1-01-228,Barani B,25.103,-32.581,183.473,49.12,334.495,210.096,33.751,44.503,-4.282,-0.552,15.072,10.576,-367.619,25.081,33.751,44.503,-4.282,-0.552,15.072,10.576,-367.619,25.081,33.751,44.503,-4.282,-0.552,15.072,10.576,-367.619,25.081,33.751,44.503,-4.282,-0.552,15.072,10.576,-367.619,25.081
20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85,29.69,40.236,0.002,-0.421,18.472,5.576,-185.067,56.419,29.69,40.236,0.002,-0.421,18.472,5.576,-185.067,56.419,29.69,40.236,0.002,-0.421,18.472,5.576,-185.067,56.419,29.69,40.236,0.002,-0.421,18.472,5.576,-185.067,56.419
20191007-1159-FRANKFURT_1-01-230,Barani A,-24.564,59.865,154.116,62.258,315.199,214.351,27.711,39.646,0.292,-1.342,15.129,-3.557,-204.913,15.339,27.711,39.646,0.292,-1.342,15.129,-3.557,-204.913,15.339,27.711,39.646,0.292,-1.342,15.129,-3.557,-204.913,15.339,27.711,39.646,0.292,-1.342,15.129,-3.557,-204.913,15.339
20191007-1159-FRANKFURT_1-01-246,Barani B,3.734,-38.454,193.967,52.294,323.234,216.367,32.93,43.928,-2.566,-1.585,15.769,29.645,-384.88,26.684,32.93,43.928,-2.566,-1.585,15.769,29.645,-384.88,26.684,32.93,43.928,-2.566,-1.585,15.769,29.645,-384.88,26.684,32.93,43.928,-2.566,-1.585,15.769,29.645,-384.88,26.684
20191007-1159-FRANKFURT_1-01-247,Barani B,1.212,-20.966,174.182,28.013,321.136,203.394,32.09,42.93,-3.402,-0.031,14.229,1.618,-364.594,6.741,32.09,42.93,-3.402,-0.031,14.229,1.618,-364.594,6.741,32.09,42.93,-3.402,-0.031,14.229,1.618,-364.594,6.741,32.09,42.93,-3.402,-0.031,14.229,1.618,-364.594,6.741
20191007-1159-FRANKFURT_1-01-248,Barani A,-33.296,55.376,179.569,55.697,307.365,206.626,26.921,38.186,1.161,1.437,16.496,-7.066,-201.737,43.327,26.921,38.186,1.161,1.437,16.496,-7.066,-201.737,43.327,26.921,38.186,1.161,1.437,16.496,-7.066,-201.737,43.327,26.921,38.186,1.161,1.437,16.496,-7.066,-201.737,43.327
20191007-1159-FRANKFURT_1-01-249,Barani A,-54.307,54.216,166.68,83.876,309.419,205.079,27.547,39.13,0.439,-0.532,16.022,-3.603,-174.223,40.021,27.547,39.13,0.439,-0.532,16.022,-3.603,-174.223,40.021,27.547,39.13,0.439,-0.532,16.022,-3.603,-174.223,40.021,27.547,39.13,0.439,-0.532,16.022,-3.603,-174.223,40.021
20191007-1159-FRANKFURT_1-01-263,Barani A,-84.6,61.814,173.671,100.383,307.075,200.125,28.294,39.633,-0.472,1.316,17.125,-4.203,-181.457,75.764,28.294,39.633,-0.472,1.316,17.125,-4.203,-181.457,75.764,28.294,39.633,-0.472,1.316,17.125,-4.203,-181.457,75.764,28.294,39.633,-0.472,1.316,17.125,-4.203,-181.457,75.764
20191007-1159-FRANKFURT_1-01-264,Salto A,-16.656,326.401,-26.764,28.396,327.342,36.461,24.703,35.567,-0.417,-0.175,15.292,-8.893,233.024,-6.298,24.703,35.567,-0.417,-0.175,15.292,-8.893,233.024,-6.298,24.703,35.567,-0.417,-0.175,15.292,-8.893,233.024,-6.298,24.703,35.567,-0.417,-0.175,15.292,-8.893,233.024,-6.298
20191007-1159-FRANKFURT_1-01-265,Schraubensalto A,283.287,3.082,486.161,283.583,377.062,536.27,32.364,42.869,-3.814,2.267,17.142,43.483,-248.119,233.765,32.364,42.869,-3.814,2.267,17.142,43.483,-248.119,233.765,32.364,42.869,-3.814,2.267,17.142,43.483,-248.119,233.765,32.364,42.869,-3.814,2.267,17.142,43.483,-248.119,233.765
20191007-1159-FRANKFURT_1-01-291,Barani A,-75.75,89.069,176.532,82.234,300.543,194.905,28.754,40.239,1.12,1.441,16.658,-17.278,-190.585,82.995,28.754,40.239,1.12,1.441,16.658,-17.278,-190.585,82.995,28.754,40.239,1.12,1.441,16.658,-17.278,-190.585,82.995,28.754,40.239,1.12,1.441,16.658,-17.278,-190.585,82.995
20191007-1159-FRANKFURT_1-01-292,Salto A,-5.956,344.56,-5.313,19.996,345.687,27.148,24.058,34.159,1.209,0.042,14.3,-18.441,227.957,-1.353,24.058,34.159,1.209,0.042,14.3,-18.441,227.957,-1.353,24.058,34.159,1.209,0.042,14.3,-18.441,227.957,-1.353,24.058,34.159,1.209,0.042,14.3,-18.441,227.957,-1.353
20191007-1159-FRANKFURT_1-01-293,Schraubensalto A,209.999,91.277,532.958,217.057,343.563,549.87,30.97,41.621,-3.585,3.911,17.432,30.281,-245.551,218.792,30.97,41.621,-3.585,3.911,17.432,30.281,-245.551,218.792,30.97,41.621,-3.585,3.911,17.432,30.281,-245.551,218.792,30.97,41.621,-3.585,3.911,17.432,30.281,-245.551,218.792
20191007-1159-FRANKFURT_1-01-305,Barani A,-85.871,55.909,164.074,102.475,307.364,184.525,28.326,39.671,-0.402,0.422,16.801,5.74,-185.727,50.654,28.326,39.671,-0.402,0.422,16.801,5.74,-185.727,50.654,28.326,39.671,-0.402,0.422,16.801,5.74,-185.727,50.654,28.326,39.671,-0.402,0.422,16.801,5.74,-185.727,50.654
20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527,24.79,35.978,0.327,-1.201,14.389,11.012,231.364,3.484,24.79,35.978,0.327,-1.201,14.389,11.012,231.364,3.484,24.79,35.978,0.327,-1.201,14.389,11.012,231.364,3.484,24.79,35.978,0.327,-1.201,14.389,11.012,231.364,3.484
20191007-1159-FRANKFURT_1-01-307,Schraubensalto A,254.441,43.463,507.476,262.682,338.373,547.132,32.504,43.153,-2.641,4.671,17.469,19.037,-227.437,235.29,32.504,43.153,-2.641,4.671,17.469,19.037,-227.437,235.29,32.504,43.153,-2.641,4.671,17.469,19.037,-227.437,235.29,32.504,43.153,-2.641,4.671,17.469,19.037,-227.437,235.29
20191007-1159-FRANKFURT_1-01-323,Barani A,-72.612,94.728,172.263,90.78,309.542,189.924,27.448,38.895,1.037,-0.11,17.564,9.857,-181.908,73.972,27.448,38.895,1.037,-0.11,17.564,9.857,-181.908,73.972,27.448,38.895,1.037,-0.11,17.564,9.857,-181.908,73.972,27.448,38.895,1.037,-0.11,17.564,9.857,-181.908,73.972
20191007-1159-FRANKFURT_1-01-324,Salto A,-12.238,345.094,-23.722,25.687,345.695,37.481,24.279,34.853,0.602,-0.69,15.08,0.643,233.347,-25.556,24.279,34.853,0.602,-0.69,15.08,0.643,233.347,-25.556,24.279,34.853,0.602,-0.69,15.08,0.643,233.347,-25.556,24.279,34.853,0.602,-0.69,15.08,0.643,233.347,-25.556
20191007-1159-FRANKFURT_1-01-325,Schraubensalto A,187.056,87.863,528.314,190.034,351.348,576.49,33.612,43.576,-4.087,1.931,18.296,67.535,-258.009,177.69,33.612,43.576,-4.087,1.931,18.296,67.535,-258.009,177.69,33.612,43.576,-4.087,1.931,18.296,67.535,-258.009,177.69,33.612,43.576,-4.087,1.931,18.296,67.535,-258.009,177.69
20191007-1159-FRANKFURT_1-01-340,Fliffis C,-13.611,-338.706,188.722,67.748,678.908,214.205,52.153,57.426,-22.511,-1.958,15.742,33.154,-577.668,7.803,52.153,57.426,-22.511,-1.958,15.742,33.154,-577.668,7.803,52.153,57.426,-22.511,-1.958,15.742,33.154,-577.668,7.803,52.153,57.426,-22.511,-1.958,15.742,33.154,-577.668,7.803
20191007-1159-FRANKFURT_1-01-341,Salto B,-7.375,339.332,-21.24,33.689,440.465,52.911,27.702,37.576,-0.189,0.721,15.834,4.081,19.461,-16.021,27.702,37.576,-0.189,0.721,15.834,4.081,19.461,-16.021,27.702,37.576,-0.189,0.721,15.834,4.081,19.461,-16.021,27.702,37.576,-0.189,0.721,15.834,4.081,19.461,-16.021
20191007-1159-FRANKFURT_1-01-342,Barani A,-53.771,75.267,170.927,66.832,303.512,203.397,27.574,39.271,1.286,0.835,16.222,4.906,-182.379,43.934,27.574,39.271,1.286,0.835,16.222,4.906,-182.379,43.934,27.574,39.271,1.286,0.835,16.222,4.906,-182.379,43.934,27.574,39.271,1.286,0.835,16.222,4.906,-182.379,43.934
20191007-1159-FRANKFURT_1-01-343,Salto A,-20.27,335.618,-19.901,27.199,337.444,37.992,24.316,35.017,0.472,-0.265,15.646,-14.43,236.113,-11.972,24.316,35.017,0.472,-0.265,15.646,-14.43,236.113,-11.972,24.316,35.017,0.472,-0.265,15.646,-14.43,236.113,-11.972,24.316,35.017,0.472,-0.265,15.646,-14.43,236.113,-11.972
20191007-1159-FRANKFURT_1-01-344,Schraubensalto A,230.697,51.793,492.847,250.323,368.331,498.079,32.593,42.693,-3.168,4.729,16.415,36.992,-248.75,235.614,32.593,42.693,-3.168,4.729,16.415,36.992,-248.75,235.614,32.593,42.693,-3.168,4.729,16.415,36.992,-248.75,235.614,32.593,42.693,-3.168,4.729,16.415,36.992,-248.75,235.614
20191007-1159-FRANKFURT_1-01-346,Barani C,-4.394,-22.82,175.582,43.714,326.5,210.044,34.496,45.066,-3.928,-2.52,16.986,30.883,-351.336,18.896,34.496,45.066,-3.928,-2.52,16.986,30.883,-351.336,18.896,34.496,45.066,-3.928,-2.52,16.986,30.883,-351.336,18.896,34.496,45.066,-3.928,-2.52,16.986,30.883,-351.336,18.896
20191007-1159-FRANKFURT_1-01-347,Salto C,-14.651,343.118,-28.146,37.771,401.857,52.287,26.924,37.551,-1.15,-0.323,13.772,7.481,104.505,0.361,26.924,37.551,-1.15,-0.323,13.772,7.481,104.505,0.361,26.924,37.551,-1.15,-0.323,13.772,7.481,104.505,0.361,26.924,37.551,-1.15,-0.323,13.772,7.481,104.505,0.361
20191007-1159-FRANKFURT_1-01-348,3/4 Salto vw A,12.813,-273.498,18.703,20.449,301.918,37.877,23.629,34.868,3.012,-0.606,17.053,12.412,-29.668,12.02,23.629,34.868,3.012,-0.606,17.053,12.412,-29.668,12.02,23.629,34.868,3.012,-0.606,17.053,12.412,-29.668,12.02,23.629,34.868,3.012,-0.606,17.053,12.412,-29.668,12.02
20191007-1159-FRANKFURT_1-01-349,Baby- Fliffis C,-21.566,-80.493,163.738,59.76,411.329,219.641,35.576,45.717,-29.889,0.224,5.787,-13.7,-277.761,-8.832,35.576,45.717,-29.889,0.224,5.787,-13.7,-277.761,-8.832,35.576,45.717,-29.889,0.224,5.787,-13.7,-277.761,-8.832,35.576,45.717,-29.889,0.224,5.787,-13.7,-277.761,-8.832
20191007-1159-FRANKFURT_1-01-364,Fliffis C,20.243,-348.787,172.627,86.082,698.302,229.454,51.775,56.681,-22.151,-3.44,14.579,54.712,-567.243,-6.506,51.775,56.681,-22.151,-3.44,14.579,54.712,-567.243,-6.506,51.775,56.681,-22.151,-3.44,14.579,54.712,-567.243,-6.506,51.775,56.681,-22.151,-3.44,14.579,54.712,-567.243,-6.506
20191007-1159-FRANKFURT_1-01-365,Salto B,4.235,335.356,-28.525,29.637,413.162,63.462,27.54,37.771,-3.146,-0.975,16.967,2.901,17.24,7.349,27.54,37.771,-3.146,-0.975,16.967,2.901,17.24,7.349,27.54,37.771,-3.146,-0.975,16.967,2.901,17.24,7.349,27.54,37.771,-3.146,-0.975,16.967,2.901,17.24,7.349
20191007-1159-FRANKFURT_1-01-366,Barani A,-57.631,97.608,159.139,79.802,301.301,211.95,28.582,39.8,1.02,0.691,17.875,16.624,-159.414,57.023,28.582,39.8,1.02,0.691,17.875,16.624,-159.414,57.023,28.582,39.8,1.02,0.691,17.875,16.624,-159.414,57.023,28.582,39.8,1.02,0.691,17.875,16.624,-159.414,57.023
20191007-1159-FRANKFURT_1-01-367,Salto A,0.865,336.442,-13.799,36.452,339.652,42.92,25.15,35.96,1.391,-0.761,15.528,-3.067,232.76,-16.624,25.15,35.96,1.391,-0.761,15.528,-3.067,232.76,-16.624,25.15,35.96,1.391,-0.761,15.528,-3.067,232.76,-16.624,25.15,35.96,1.391,-0.761,15.528,-3.067,232.76,-16.624
20191007-1159-FRANKFURT_1-01-368,Schraubensalto A,242.96,18.582,513.166,244.744,362.369,533.14,32.096,42.734,-3.191,3.365,16.389,60.014,-239.179,221.499,32.096,42.734,-3.191,3.365,16.389,60.014,-239.179,221.499,32.096,42.734,-3.191,3.365,16.389,60.014,-239.179,221.499,32.096,42.734,-3.191,3.365,16.389,60.014,-239.179,221.499
20191007-1159-FRANKFURT_1-01-370,Barani C,-15.313,-15.267,191.444,53.561,327.849,206.845,34.674,45.542,-3.853,0.253,16.654,23.894,-368.666,41.0,34.674,45.542,-3.853,0.253,16.654,23.894,-368.666,41.0,34.674,45.542,-3.853,0.253,16.654,23.894,-368.666,41.0,34.674,45.542,-3.853,0.253,16.654,23.894,-368.666,41.0
